,ticker,name,sector,industry,date_added,date_removed,reason_removed,is_in_index
539,NAVI,Navient,,,2014-05-01,2018-06-05,Westar Energy (NYSE: WR) acquired Great Plains Energy (NYSE: GXP) and changed name to Evergy.[72],False
540,GMCR,Keurig Green Mountain,,,2014-03-21,2016-03-07,JAB Holding Company acquired Keurig Green Mountain[113],False
541,ADS,Alliance Data Systems,,,2013-12-23,2020-06-22,Market capitalization change.[33],False
542,GGP,GGP,,,2013-12-10,2018-08-28,GGP acquired by Brookfield Property Partners.[67],False
543,KORS,Michael Kors,,,2013-11-13,,,False
544,RIG,Transocean,,,2013-10-29,2017-07-26,Market capitalization change.[82],False
545,NLSN,Nielsen Holdings,,,2013-07-08,2022-10-12,Elliot Management Corp acquired Nielsen Holdings.[9],False
546,KSU,Kansas City Southern,,,2013-05-23,2021-12-14,Canadian Pacific acquired Kansas City Southern.[18],False
547,MAC,Macerich,,,2013-05-08,2019-12-23,Market capitalization change.[41],False
548,PVH,PVH,,,2013-02-15,2022-09-19,Market capitalization change.[11],False
549,DLPH,Delphi Automotive,,,2012-12-21,,,False
550,PETM,PetSmart,,,2012-10-10,2015-03-12,PetSmart acquired by private equity consortium[141],False
551,KRFT,Kraft Foods,,,2012-10-02,2015-07-06,Kraft merger with Heinz.[132],False
552,ADT,ADT,,,2012-10-01,2016-05-03,ADT acquired by APO[108],False
553,ESV,Ensco,,,2012-07-31,2016-03-30,Centene acquired Health Net.[112],False
554,ALXN,Alexion Pharmaceuticals,,,2012-05-21,2021-07-21,AstraZeneca acquired Alexion Pharmaceuticals.[21],False
555,FOSL,Fossil Group,,,2012-04-03,2016-01-05,WSH merges with TW (and renames to WLTW)[119],False
556,WPX,WPX Energy,,,2011-12-31,2014-03-21,Market capitalization changes[156],False
557,TRIP,TripAdvisor,,,2011-12-20,2019-12-23,Market capitalization change.[41],False
558,PRGO,Perrigo,,,2011-12-16,2021-09-20,Market capitalization change.[19],False
559,GAS,AGL Resources,,,2011-12-12,2016-07-01,GAS acquired by SO[101],False
560,CBE,Cooper Industries,,,2011-11-18,2012-12-03,Acquired by Eaton Corp. (ETN)[176],False
561,ANR,Alpha Natural Resources,,,2011-06-01,2012-10-02,Kraft split into two companies[178],False
562,COV,Covidien,,,2011-02-28,2015-01-27,Covidien acquired by Medtronic[143],False
563,JOYG,Joy Global,,,2011-02-25,,,False
564,CVC,Cablevision Systems,,,2010-12-17,2016-06-22,CVC acquired by Altice NV[102],False
565,NFX,Newfield Exploration,,,2010-12-17,2019-02-15,ECA acquired NFX[57],False
566,TYC,Tyco International,,,2010-08-26,2016-09-06,TYC acquires JCI (and retains JCI ticker).[99],False
567,QEP,QEP Resources,,,2010-06-30,2015-07-01,Baxalta spun off by Baxter.[135],False
568,CERN,Cerner,,,2010-04-29,2022-06-08,S&P 500 constituent Oracle Corp. acquired Cerner.[12],False
569,HP,Helmerich & Payne,,,2010-02-26,2020-05-22,Market capitalization change.[34],False
570,MJN,Mead Johnson,,,2009-12-18,2017-06-19,Reckitt Benckiser acquired Mead Johnson Nutrition.[84],False
571,CLF,Cliffs Natural Resources,,,2009-12-18,2014-04-02,Market capitalization changes[155],False
572,SAI,SAIC,,,2009-12-18,2013-09-20,Market capitalization change.[163],False
573,PCLN,Priceline.com,,,2009-11-03,,,False
574,ARG,Airgas,,,2009-09-28,2016-05-23,ARG acquired by Air Liquide[105],False
575,FTI,TechnipFMC,,,2009-06-05,2021-02-12,TechnipFMC was removed from the S&P 500 in anticipation of its announced spin-off of Technip Energies.[26],False
576,OI,Owens-Illinois,,,2008-12-31,2016-12-02,Market capitalization change.[94],False
577,HRS,Harris Corporation,,,2008-09-16,,,False
578,AKS,AK Steel,,,2008-07-01,2011-12-16,Market capitalization changes[192],False
579,COG,Cabot Oil & Gas,,,2008-06-23,,,False
580,MEE,Massey Energy,,,2008-06-23,2011-06-01,Alpha Natural Resources acquired Massey Energy.[200],False
581,LO,Lorillard Tobacco Company,,,2008-06-10,2015-06-11,Lorillard gets acquired.[136],False
582,RRC,Range Resources,,,2007-12-20,2018-06-18,Market capitalization change.[70],False
583,GME,GameStop,,,2007-12-13,2016-04-25,Global Payments is acquiring Heartland Payment Systems[109],False
584,JEC,Jacobs Engineering Group,,,2007-10-26,,,False
585,TDC,Teradata,,,2007-10-01,2017-06-19,Market capitalization changes.[83],False
586,TSO,Tesoro Corporation,,,2007-09-27,,,False
587,LUK,Leucadia National,,,2007-08-24,,,False
588,KFT,Kraft Foods,,,2007-03-30,,,False
589,ESRX,Express Scripts,,,2003-09-25,2018-12-24,S&P 500 constituent Cigna (NYSE: CI) acquired ESRX[60],False
590,SBL,Symbol Technologies,,,2000-12-05,2007-01-10,Acquired by Motorola[232],False
591,AYE,Allegheny Energy,,,2000-12-05,2011-02-25,Acquired by First Energy (FE).[205],False
592,ABK,Ambac Financial,,,2000-12-05,2008-06-10,Market Value Decline[225],False
593,JDSU,JDS Uniphase,,,2000-07-27,2013-12-23,Market capitalization changes.[158],False
594,CVG,Convergys,,,2000-06-12,2009-12-18,Market capitalization change.[214],False
595,YHOO,Yahoo!,,,1999-12-07,2017-06-19,VZ acquired YHOO operations; remainder of YHOO converted to closed-end company known as Altaba.[83],False
596,WLP,Wellpoint,,,1999-06-09,,,False
597,FSR,Firstar,,,1998-12-11,,,False
598,CPWR,Compuware,,,1998-12-11,2011-12-31,Market capitalization changes[190],False
599,VNO,Vornado Realty Trust,,,,2023-01-05,Market capitalization change.[4],False
600,CTXS,Citrix Systems,,,,2022-10-03,Vista Equity Partners acquired Citrix Systems.[10],False
601,UAA,Under Armour,,,,2022-06-21,Market capitalization change.[12] Under Armour Class A Shares.,False
602,PBCT,People's United Financial,,,,2022-04-04,S&P 500 constituent M&T Bank Corp. acquired People's United Financial.[13],False
603,XLNX,Xilinx,,,,2022-02-15,S&P 500 constituent Advanced Micro Devices acquired Xilinx.[15],False
604,GPS,Gap Inc.,,,,2022-02-03,Market capitalization change.[16],False
605,LEG,Leggett & Platt,,,,2021-12-20,Market capitalization change.[17],False
606,WU,Western Union,,,,2021-12-20,Market capitalization change.[17],False
607,UNM,Unum,,,,2021-09-20,Market capitalization change.[19],False
608,NOV,Nov,,,,2021-09-20,Market capitalization change.[19],False
609,FLIR,FLIR Systems,,,,2021-05-14,S&P 500 constituent Teledyne Technologies acquired FLIR Systems.[23],False
610,VAR,Varian Medical Systems,,,,2021-04-20,Siemens Healthineers acquired Varian Medical Systems.[24],False
611,FLS,Flowserve,,,,2021-03-22,Market capitalization change.[25],False
612,XRX,Xerox,,,,2021-03-22,Market capitalization change.[25],False
613,TIF,Tiffany & Co,,,,2021-01-07,LVMH Moet Hennessy-Louis Vuitton SE acquired Tiffany & Co.[28],False
614,AIV,Apartment Investment & Management,,,,2020-12-21,Apartment Investment and Management (Aimco) spun off Apartment Income REIT.[29],False
615,NBL,Noble Energy,,,,2020-10-12,Chevron acquired Noble Energy.[30],False
616,ETFC,E-Trade,,,,2020-10-07,Morgan Stanley acquired E*Trade.[31],False
617,HRB,H&R Block,,,,2020-09-21,Market capitalization change.[32],False
618,KSS,Kohl's,,,,2020-09-21,Market capitalization change.[32],False
619,HOG,Harley-Davidson,,,,2020-06-22,Market capitalization change.[33],False
620,JWN,Nordstrom,,,,2020-06-22,Market capitalization change.[33],False
621,CPRI,Capri Holdings,,,,2020-05-12,Market capitalization change.[35],False
622,AGN,Allergan,,,,2020-05-12,Allergan acquired by AbbVie.[35],False
623,M,Macy's,,,,2020-04-06,Market capitalization change.[36],False
624,RTN,Raytheon Company,,,,2020-04-06,United Technologies spun off Otis and Carrier and acquired Raytheon Company.[36],False
625,STI,SunTrust Banks,,,,2019-12-09,BB&T acquired SunTrust to form Truist Financial.[42],False
626,VIAB,Viacom,,,,2019-12-05,CBS acquired Viacom to form ViacomCBS.[43],False
627,CELG,Celgene,,,,2019-11-21,Bristol-Myers Squibb (NYSE:BMY) acquired Celgene.[44],False
628,JEF,Jefferies Financial Group,,,,2019-09-26,JEF spun off SPB.[46],False
629,TSS,TSYS,,,,2019-09-23,S&P 500 constituent Global Payments (NYSE: GPN) acquired TSS.[47],False
630,APC,Anadarko Petroleum,,,,2019-08-09,S&P 500 & 100 constituent Occidental Petroleum Corp. (NYSE:OXY) acquired Anadarko Petroleum.[48],False
631,RHT,Red Hat,,,,2019-07-15,S&P 500 & 100 constituent IBM acquired Red Hat.[49],False
632,LLL,L3 Technologies,,,,2019-07-01,L3 purchased by Harris Corporation[50],False
633,MAT,Mattel,,,,2019-06-07,Pending merger of Bemis and Amcor; Bemis treated as the surviving entity.[53],False
634,FLR,Fluor Corporation,,,,2019-06-03,CTVA spun off from DWDP (which then changed symbol to DD)[54],False
635,GT,The Goodyear Tire & Rubber Company,,,,2019-02-27,WAB acquired GE transportation business[56],False
636,SCG,SCANA,,,,2019-01-02,Dominion Energy acquired SCANA Corporation[59],False
637,COL,Rockwell Collins,,,,2018-12-03,UTX acquired COL[61],False
638,AET,Aetna,,,,2018-12-03,CVS acquired Aetna[61],False
639,SRCL,Stericycle,,,,2018-12-03,Market Capitalization change[61],False
640,CA,CA Technologies,,,,2018-11-06,CA acquired by Broadcom.[63],False
641,ANDV,Andeavor,,,,2018-10-01,ANDV acquired by Marathon Petroleum.[65],False
642,XL,XL Group,,,,2018-09-14,XL acquired by AXA.[66],False
643,DPS,Dr Pepper Snapple Group,,,,2018-07-02,DPS acquired by Keurig Green Mountain.[68],False
644,TWX,Time Warner,,,,2018-06-20,AT&T acquired Time Warner.[69],False
645,MON,Monsanto,,,,2018-06-07,Bayer acquired Monsanto.[71],False
646,WYN,Wyndham Worldwide,,,,2018-05-31,Wyndham Worldwide spun off Wyndham Hotels & Resorts (NYSE:WH).[73],False
647,PDCO,Patterson Companies,,,,2018-03-19,Market capitalization change.[75],False
648,CHK,Chesapeake Energy,,,,2018-03-19,Market capitalization change.[75],False
649,SNI,Scripps Networks Interactive,,,,2018-03-07,Discovery Communications acquired SNI.[76],False
650,BCR,CR Bard,,,,2018-01-03,Becton Dickinson acquired BCR.[77],False
651,SPLS,Staples,,,,2017-09-18,Sycamore Partners acquired Staples.[79],False
652,WFM,Whole Foods Market,,,,2017-08-29,Amazon acquired Whole Foods Market.[80],False
653,AN,AutoNation,,,,2017-08-08,"BHF replaced AN,[81] MET spun off BHF[81]",False
654,BBBY,Bed Bath & Beyond,,,,2017-07-26,Market capitalization change.[82],False
655,MUR,Murphy Oil,,,,2017-07-26,Market capitalization change.[82],False
656,RAI,Reynolds American,,,,2017-07-26,British American Tobacco (NYSE MKT:BTI) acquired Reynolds American.[82],False
657,R,Ryder System,,,,2017-06-19,Market capitalization changes.[83],False
658,TGNA,Tegna,,,,2017-06-02,TGNA spins off Cars.com[85],False
659,DNB,Dun & Bradstreet,,,,2017-04-05,IT acquiring CEB[86],False
660,SWN,Southwestern Energy,,,,2017-04-04,"HPE spins off Everett, merged with CSC to form DXC[87][88]",False
661,URBN,Urban Outfitters,,,,2017-03-20,Market capitalization change.[89],False
662,FTR,Frontier Communications,,,,2017-03-20,Market capitalization change.[89],False
663,HAR,Harman International,,,,2017-03-16,Samsung Electronics acquired Harman International Industries.[90],False
664,LLTC,Linear Technology,,,,2017-03-13,S&P 500 constituent Analog Devices (NASD:ADI) acquired Linear Technology.[91],False
665,PBI,Pitney Bowes,,,,2017-03-01,CBOE acquires BATS[92],False
666,SE,Spectra Energy,,,,2017-02-28,SE acquired by ENB[92],False
667,STJ,St Jude Medical,,,,2017-01-05,S&P 100 & 500 constituent Abbott Laboratories (NYSE:ABT) acquired St. Jude Medical.[93],False
668,LM,Legg Mason,,,,2016-12-02,Market capitalization change.[94],False
669,AA,Alcoa Inc,,,,2016-11-01,AA spins off ARNC[95],False
670,DO,Diamond Offshore Drilling,,,,2016-09-30,COTY replaces DO[96],False
671,HOT,Starwood,,,,2016-09-22,MAR acquires HOT[97],False
672,EMC,EMC Corporation,,,,2016-09-08,Dell acquires EMC[98],False
673,TE,TECO Energy,,,,2016-07-01,TE acquired by EMA[100],False
674,CCE,Coca-Cola Enterprises,,,,2016-05-31,CCE merging with European bottlers[104],False
675,TWC,Time Warner Cable,,,,2016-05-18,TWC acquired by CHTR[106],False
676,SNDK,SanDisk,,,,2016-05-13,SNDK acquired by WDC[107],False
677,THC,Tenet Healthcare,,,,2016-04-18,Ulta replaces Tenet[110],False
678,CAM,Cameron International,,,,2016-04-04,Schlumberger acquired Cameron[111],False
679,POM,Pepco Holdings,,,,2016-03-30,Exelon acquired Pepco.[112],False
680,CNX,Consol Energy,,,,2016-03-04,AWK replaces CNX[114],False
681,PCL,Plum Creek Timber,,,,2016-02-22,PCL taken over by WY[115],False
682,PCP,Precision Castparts Corporation,,,,2016-02-01,CFG replaces PCP[116],False
683,BRCM,Broadcom Corporation,,,,2016-02-01,FRT replaces BRCM[117],False
684,ACE,Chubb,,,,2016-01-19,"EXR replaces ACE as ACE Ltd acquires Chubb and retains the CB ticker, giving up ACE[118]",False
685,ALTR,Altera,,,,2015-12-29,ALTR taken over by INTC[120],False
686,CSC,Computer Sciences Corporation,,,,2015-12-01,CSC spins off CSRA[122],False
687,SIAL,Sigma-Aldrich,,,,2015-11-19,Sigma-Aldrich acquired by Merck KGaA (MKGAY)[123],False
688,GNW,Genworth Financial,,,,2015-11-18,GE spinning off Synchrony Financial[124],False
689,HCBK,Hudson City Bancorp,,,,2015-11-02,HPQ spins off HPE[125],False
690,JOY,Joy Global,,,,2015-10-07,Market capitalization change.[126],False
691,HSP,Hospira,,,,2015-09-02,Hospira taken over[128],False
692,PLL,Pall Corporation,,,,2015-08-28,Pall taken over[128],False
693,DTV,DirecTV,,,,2015-07-29,DirecTV acquired by AT&T.[129],False
694,NE,Noble Corporation,,,,2015-07-20,PayPal Spun off by eBay[130],False
695,FDO,Family Dollar,,,,2015-07-08,Family Dollar acquired.[131],False
696,ATI,Allegheny Technologies,,,,2015-07-02,Spin off of Columbia Pipeline.[133],False
697,TEG,Integrys Energy Group,,,,2015-07-01,Integrys taken over.[134],False
698,WIN,Windstream Communications,,,,2015-04-07,Market capitalization change.[137],False
699,DNR,Denbury Resources,,,,2015-03-23,Market Capitalization Changes.[139],False
700,NBR,Nabors Industries,,,,2015-03-23,Market Capitalization Changes.,False
701,AVP,Avon Products,,,,2015-03-23,Market Capitalization Changes.,False
702,CFN,Carefusion,,,,2015-03-18,Carefusion acquired by Becton Dickinson[140],False
703,SWY,Safeway,,,,2015-01-27,Safeway acquired by private equity consortium[142],False
704,JBL,Jabil Circuit,,,,2014-11-05,Market cap changes[145],False
705,BTU,Peabody Energy,,,,2014-09-20,Market cap changes[146],False
706,GHC,Graham Holdings,,,,2014-09-20,Market cap changes,False
707,RDC,Rowan Companies,,,,2014-08-18,Market cap changes[147],False
708,X,United States Steel,,,,2014-07-02,Market capitalization changes[149],False
709,FRX,Forest Laboratories,,,,2014-07-01,Actavis acquires Forest Laboratories[150],False
710,IGT,International Game Technology,,,,2014-06-20,Market capitalization changes[151],False
711,LSI,LSI Corporation,,,,2014-05-08,Avago acquires LSI[152],False
712,BEAM,Beam Inc,,,,2014-05-01,Beam acquired by Suntory[153],False
713,SLM,SLM Corporation,,,,2014-05-01,Navient Spun off from SLM[153],False
714,LIFE,Life Technologies,,,,2014-01-24,Life Technologies acquired by Thermo Fisher Scientific Inc[157],False
715,ANF,Abercrombie & Fitch,,,,2013-12-23,Market capitalization changes.[158],False
716,MOLX,Molex,,,,2013-12-10,MOLX acquired by Koch Industries.[159],False
717,JCP,JCPenney,,,,2013-12-02,Allegion spun off by Ingersoll Rand.[160],False
718,NYX,NYSE Euronext,,,,2013-11-13,ICE Exchange acquired NYSE Euronext.[161],False
719,DELL,Dell,,,,2013-10-29,Founder Michael Dell and Silver Lake Partners acquired Dell.[162],False
720,BMC,BMC Software,,,,2013-09-10,BMC taken private by consortium[164],False
721,S,Sprint Nextel,,,,2013-07-08,Softbank consortium purchase results in public float below 50%[165],False
722,APOL,Apollo Education Group,,,,2013-07-01,Apollo Group's market cap more representative of a mid-cap[166],False
723,FHN,First Horizon,,,,2013-06-21,Zoetis spun off by Pfizer[167],False
724,HNZ,Heinz,,,,2013-06-06,HNZ acquired by consortium[168],False
725,DF,Dean Foods,,,,2013-05-23,DF too small after spinoff of White Wave Foods[169],False
726,CVH,Coventry Health Care,,,,2013-05-08,Acquired by Aetna (AET)[170],False
727,PCS,MetroPCS,,,,2013-04-30,A majority of MetroPCS was acquired by T-Mobile[171],False
728,BIG,Big Lots,,,,2013-02-15,Market capitalization changes[172],False
729,FII,Federated Investors,,,,2013-01-02,ABBV spun off from Abbott Labs (ABT)[173],False
730,TIE,Titanium Metals,,,,2012-12-21,TIE acquired by Precision Cast Parts (PCP)[174],False
731,RRD,RR Donnelley,,,,2012-12-11,Market capitalization changes[175],False
732,SUN,Sunoco,,,,2012-10-10,Acquired by Energy Transfer Partners (ETP)[177],False
733,LXK,Lexmark,,,,2012-10-01,Tyco spun off ADT[179],False
734,DV,DeVry,,,,2012-10-01,Tyco spin-off merged w/Pentair[179],False
735,SHLD,Sears Holdings,,,,2012-09-05,SHLD below public float threshold[180],False
736,GR,Goodrich Corporation,,,,2012-07-31,Goodrich acquired by United Technologies (UTX).[181],False
737,PGN,Progress Energy,,,,2012-07-02,Acquired by Duke Energy (DUK)[182],False
738,SLE,Sara Lee Corporation,,,,2012-06-29,Split up of Sara Lee[183],False
739,NVLS,Novellus Systems,,,,2012-06-05,Acquired by Lam Research (LRCX)[184],False
740,MMI,Motorola Mobility,,,,2012-05-21,Acquired by Google (GOOG)[185],False
741,EP,El Paso Corporation,,,,2012-05-17,Acquired by Kinder Morgan (KMI)[186],False
742,SVU,Supervalu,,,,2012-04-23,ConocoPhillips spun off Phillips 66[187],False
743,MHS,Medco Health Solutions,,,,2012-04-03,Acquired by Express Scripts (ESRX)[188],False
744,TLAB,Tellabs,,,,2011-12-20,Expedia spun off TripAdvisor.[191],False
745,MWW,Monster Worldwide,,,,2011-12-16,Market capitalization changes,False
746,WFR,MEMC Electronic Materials,,,,2011-12-16,Market capitalization changes,False
747,JNS,Janus Capital Group,,,,2011-11-18,Janus Capital Group's market capitalization is less than $1.2 billion  and is no longer representative of the large cap market space.[194],False
748,ITT,ITT,,,,2011-10-31,Spun off from ITT Corp.[195],False
749,CEPH,Cephalon,,,,2011-10-14,Acquired by Teva Pharmaceutical Industries (TEVA).[196],False
750,NSM,National Semiconductor,,,,2011-09-23,Acquired by Texas Instruments (TXN).[197],False
751,MI,Marshall & Ilsley,,,,2011-07-05,Marshall & Iisley is being bought by Bank of Montreal[198],False
752,RSH,RadioShack,,,,2011-06-30,Market capitalization adjustments.[199],False
753,NOVL,Novell,,,,2011-04-27,Acquired by private equity firms.[201],False
754,GENZ,Genzyme,,,,2011-04-01,Acquired by Sanofi Aventis (SNY)[202],False
755,MFE,McAfee,,,,2011-02-28,Acquired by Intel[204],False
756,KG,King Pharmaceuticals,,,,2010-12-17,Acquired by Pfizer.[206],False
757,EK,Eastman Kodak,,,,2010-12-17,Market Cap changes.[206],False
758,ODP,Office Depot,,,,2010-12-17,Market Cap changes.,False
759,NYT,The New York Times Company,,,,2010-12-17,Market Cap changes.,False
760,PTV,Pactiv,,,,2010-11-17,Reynolds Group Holdings acquired Pactiv.[207],False
761,SII,Smith International,,,,2010-08-26,Acquired by Schlumberger (SLB)[208],False
762,MIL,Millipore,,,,2010-07-14,Acquired by Merck KGaA (MKGAY)[209],False
763,STR,Questar,,,,2010-06-30,"Company split. QEP retained, but ticker changed.[210]",False
764,XTO,XTO Energy,,,,2010-06-28,Acquired by ExxonMobil[211],False
765,BJS,BJ Services,,,,2010-04-29,Acquired by Baker Hughes[212],False
766,RX,IMS Health,,,,2010-02-26,Taken private[213],False
767,CIEN,Ciena,,,,2009-12-18,Market capitalization change.[214],False
768,DYN,Dynegy,,,,2009-12-18,Market capitalization change.[214],False
769,KBH,KB Home,,,,2009-12-18,Market capitalization change.[214],False
770,MBI,MBIA,,,,2009-12-18,Market capitalization change.[214],False
771,SGP,Schering-Plough,,,,2009-11-03,Acquired by Merck & Co. (MRK)[215],False
772,CTX,Centex Corp.,,,,2009-08-19,Centex acquired by Pulte Homes.[217],False
773,ACAS,American Capital,,,,2009-03-03,Capitalization rebalance.[219],False
774,JNY,Jones Apparel Group,,,,2009-03-03,Capitalization rebalance.,False
775,WB,Wachovia Bank,,,,2008-12-31,Wachovia Bank acquired by Wells Fargo.[220],False
776,LEH,Lehman Brothers,,,,2008-09-16,Lehman Brothers filed for bankruptcy.[221],False
777,FRE,Freddie Mac,,,,2008-09-12,Capitalization rebalance.[222],False
778,FNM,Fannie Mae,,,,2008-09-12,Capitalization rebalance.[222],False
779,CFC,Countrywide Financial Corp,,,,2008-07-01,Ak Steel replaced Countrywide Financial.[223],False
780,BC,Brunswick,,,,2008-06-23,Market capitalization change.[224],False
781,OMX,OfficeMax,,,,2008-06-23,Market capitalization change.[224],False
782,TRB,Tribune Media,,,,2007-12-20,Taken private[226],False
783,DJ,Dow Jones,,,,2007-12-13,Acquired by News Corporation[227],False
784,AV,Avaya,,,,2007-10-26,Taken private[228],False
785,SLR,Solectron,,,,2007-10-02,Solectron acquired by Flextronics.[229],False
786,NCR,NCR Corporation,,,,2007-10-01,Teradata spun off by NCR Corporation.[229],False
787,FDC,First Data,,,,2007-09-26,FDC acquired by KKR.[229],False
788,KSE,KeySpan,,,,2007-08-24,Acquired by National Grid plc[230],False
789,TSG,Sabre Corporation,,,,2007-03-30,Taken Private[231],False
790,ABS,Albertsons,,,,2006-06-02,Albertsons acquired by SuperValu and CVS Corp.[233],False
791,GLK,Great Lakes Chemical,,,,2005-07-01,Acquired by Crompton Corp.[235],False
792,QTRN,Quintiles Transnational,,,,2003-09-25,Taken private[236],False
793,BS,Bethlehem Steel,,,,2000-12-05,Market Cap changes.[237],False
794,GRA,WR Grace,,,,2000-12-05,Market Cap changes.,False
795,CCK,Crown Holdings,,,,2000-12-05,Market Cap changes.,False
796,RAD,RiteAid,,,,2000-07-27,Market Cap change.[238],False
797,TMC,Times Mirror,,,,2000-06-12,Tribune Co. acquired Times Mirror.[239],False
798,SMS,Shared Medical Systems,,,,2000-06-07,Siemens AG acquired Shared Medical Systems.[239],False
799,LDW,Laidlaw,,,,1999-12-07,Market capitalization change.[240],False
800,HPH,Harnischfeger Industries,,,,1999-06-09,Harnischfeger filed for bankruptcy.[241],False
801,GRN,General Re,,,,1998-12-11,Berkshire Hathaway purchased General Re.[242],False
802,USL,USLife,,,,1997-06-17,AIG acquired USLife.[243],False
